,doi,name,description
857,10.1021/acsami.6b02942,Activated Microporous Carbon Derived from Almond Shells for High Energy Density Asymmetric Supercapacitors,"Via the activation treatment of carbonized almond shells with HNO3 and KOH, activated microporous carbon (AMC-3 and AMC-2) was successfully synthesized. These two AMC electrodes demonstrate remarkable"
858,10.1016/j.jcis.2021.06.094,Silver decorated cobalt carbonate to enable high bifunctional activity for oxygen electrocatalysis and rechargeable Zn-air batteries,"Rechargeable zinc-air batteries (ZABs) is primarily driven by the couple of oxygen evolution reaction (OER) and oxygen reduction reaction (ORR). Currently,it is still challenging to develop cost-effec"
859,10.1039/d1dt00475a,Nanocavity-enriched Co 3 O 4 @ZnCo 2 O 4 @NC porous nanowires derived from 1D metal coordination polymers for fast Li + diffusion kinetics and super Li + storage,Nanocavity-enriched Co3O4@ZnCo2O4@NC porous nanowires have been successfully prepared by a two-step annealing process of one-dimensional (1D) coordination polymer precursors. Such unique nanowires wit
860,10.1002/chem.202005156,A High‐Performance Asymmetric Supercapacitor Based on Tungsten Oxide Nanoplates and Highly Reduced Graphene Oxide Electrodes,"Tungsten oxide/graphene hybrid materials are attractive semiconductors for energy-related applications. Herein, we report an asymmetric supercapacitor (ASC, HRG//m-WO3 ASC), fabricated from"
861,10.1021/acs.jpclett.0c00865,Energetic Cost for Being “Redox-Site-Rich” in Pseudocapacitive Energy Storage with Nickel–Aluminum Layered Double Hydroxide Materials,Defining the energetic landscape of pseudocapacitive materials such as transition metal layered double hydroxides (LDHs) upon redox-site enrichment is essential to harnessing their power for effective
862,10.1021/acsami.1c21422,Controllable Synthesis of a Loofah-Like Cobalt–Nickel Selenide Network as an Efficient Electrocatalyst for the Hydrogen Evolution Reaction,The rational design and construction of noble metal-free electrocatalysts featuring high efficiency and low cost are important for the hydrogen evolution reaction (HER). A significant development in t
863,10.1039/c8ra02267d,Template-assisted synthesis of NiCoO 2 nanocages/reduced graphene oxide composites as high-performance electrodes for supercapacitors,Here we reported a coordinating etching and precipitating method to synthesize a complex binary metal oxides hollow cubic structure. A novel NiCoO2/rGO composite with a structure of NiCoO
864,10.1016/j.cis.2021.102562,One–dimensional metal–organic frameworks for electrochemical applications,Metal-organic frameworks (MOFs) are as a category of crystalline porous materials. Extensive interest has been devoted to energy storage and energy conversion applications owing to their unique advant
865,10.1021/acsomega.8b01238,Incorporation of Carbon Quantum Dots for Improvement of Supercapacitor Performance of Nickel Sulfide,A facile hydrothermal method is adopted for the synthesis of hierarchical flowerlike nickel sulfide nanostructure materials and their composite with carbon quantum dot (NiS/C-dot) composite. The compo
866,10.1088/1361-6528/aa829d,Hierarchical nanosheet-based Ni3S2 microspheres grown on Ni foam for high-performance all-solid-state asymmetric supercapacitors,The hierarchical nanosheet-based Ni3S2 microspheres directly grew on Ni foam using a two-step hydrothermal method. The microsphere with a diameter of ∼1 microns and a rough surfa
867,10.1016/j.jcis.2021.06.019,Mo-doped Co3O4 ultrathin nanosheet arrays anchored on nickel foam as a bi-functional electrode for supercapacitor and overall water splitting,"Simple preparation, favorable price and environmental protection have been a long-term challenge in the field of electrochemistry. Herein, we studied and prepared a bifunctional Mo-doped Co3"
868,10.1016/j.jcis.2017.07.095,Template-free synthesis of hierarchical hollow NiSx microspheres for supercapacitor,Hierarchical nickel sulfide (NiSx) hollow microspheres can be successfully synthesized with a template-free method using α-Ni(OH)2 microspheres as a precursor by calcination and 
869,10.1021/acsami.6b03966,General Synthesis of Porous Mixed Metal Oxide Hollow Spheres with Enhanced Supercapacitive Properties,"Porous mixed metal oxide (MMO) hollow spheres present high specific surface areas, abundant electrochemically active sites, and outstanding electrochemical properties, showing potential applications i"
870,10.1186/1556-276x-8-535,One-pot hydrothermal synthesis of Mn3O4 nanorods grown on Ni foam for high performance supercapacitor applications,Mn3O4/Ni foam composites were synthesized by a one-step hydrothermal method in an aqueous solution containing only Mn(NO3)2 and C6H12N4. It was found that Mn3O4 nanorods with lengths of 2 to 3 μm and 
871,10.1021/am501512j,Facile Fabrication of Porous Ni x Co3–x O4 Nanosheets with Enhanced Electrochemical Performance As Anode Materials for Li-Ion Batteries,"Herein, we report a novel and facile route for the large-scale fabrication of 2D porous NixCo3-xO4 nanosheets, which involves the thermal decomposition of NixCo1-x hydroxide precursor at 450 °C in air"
872,10.1021/acsami.0c11788,Inkjet-Printed Ultrathin MoS2‑Based Electrodes for Flexible In-Plane Microsupercapacitors,"Flexible and wearable energy storage microdevice systems with high performance and safety are promising candidates for the electronics of on-chip integration. Herein, we demonstrate inkjet-printed ult"
873,10.1039/d0cc07970g,Recent advances in perovskite oxides as electrode materials for supercapacitors,"Owing to the high power density and ultralong cycle life, supercapacitors represent an alternative to electrochemical batteries in energy storage applications. However, the relatively low energy densi"
874,10.1088/1361-6528/ac80ca,Rational design of selenium inserted 1T/2H mixed-phase molybdenum disulfide for energy storage and pollutant degradation applications,"MoS2based materials are recognized as the promising candidate for multifunctional applications due to its unique physicochemical properties. But presence of lower number of active sites, po"
875,10.1039/d0ra07307e,Needle-like CoO nanowire composites with NiO nanosheets on carbon cloth for hybrid flexible supercapacitors and overall water splitting electrodes,A nanoscale core-shell NiO@CoO composite is prepared on flexible carbon cloth for electrodes in supercapacitors and overall water splitting. The needle-like CoO nanowires with NiO nanosheets as the ac
876,10.1016/j.msec.2020.111510,Direct growth of flower like-structured CuFe oxide on graphene supported nickel foam as an effective sensor for glucose determination,"In this report, a novel flower like-structured CuFe oxides was directly grown on graphene nanosheets supported nickel foam substrates (CuFe-O/GR/NF) via a hydrothermal method followed by an additional"
877,10.1016/j.jcis.2022.02.089,Self-supported electrode based on two-dimensional NiPS3 for supercapacitor application,Two-dimensional (2D) layered materials hold great promise for electrochemical energy storage due to their unique structure. It is always desirable to explore new-type high-performance 2D structured el
878,10.1021/am507910f,Heating-Rate-Induced Porous α‑Fe2O3 with Controllable Pore Size and Crystallinity Grown on Graphene for Supercapacitors,Porous α-Fe2O3/graphene composites (S-PIGCs) have been synthesized by a simple hydrothermal method combined with a slow annealing route. The S-PIGCs as a supercapacitors electrode material exhibit an 
879,10.1021/acsami.5b03036,Amorphous Ni–Co Binary Oxide with Hierarchical Porous Structure for Electrochemical Capacitors,A simple and outstanding approach is provided to fabricate amorphous structure Ni-Co binary oxide as supercapacitors electrode materials. We can easily obtain porous Ni-Co oxides composite materials v
880,10.1021/acsami.7b05385,Closed Pore Structured NiCo2O4‑Coated Nickel Foams for Stable and Effective Oil/Water Separation,"To solve the serious problem caused by oily wastewater pollution, unique interface designs, for example, membranes with superwetting properties such as superhydrophobicity/superoleophilicity and super"
881,10.1021/acsami.5b03126,α‑Fe2O3@PANI Core–Shell Nanowire Arrays as Negative Electrodes for Asymmetric Supercapacitors,Highly ordered three-dimensional α-Fe2O3@PANI core-shell nanowire arrays with enhanced specific areal capacity and rate performance are fabricated by a simple and cost-effective electrodeposition meth
882,10.1021/acsnano.1c09146,"Quantum Capacitance through Molecular Infiltration of 7,7,8,8-Tetracyanoquinodimethane in Metal–Organic Framework/Covalent Organic Framework Hybrids","Metal-organic frameworks (MOFs) and covalent organic frameworks (COFs) have been extensively investigated during the last two decades. More recently, a family of hybrid materials (i.e., MOF@COF"
883,10.1016/j.jenvman.2020.111433,Photocatalytic hydrogen production from dye contaminated water and electrochemical supercapacitors using carbon nanohorns and TiO2 nanoflower heterogeneous catalysts,"In this research, efficient and novel catalysts based on hierarchical carbon nanohorns-titanium nanoflowers have been prepared by one-pot solvothermal process. Hydrogen generation from dye-contaminate"
884,10.1021/acsami.9b06317,Hierarchical NiCo2S4@Nickel–Cobalt Layered Double Hydroxide Nanotube Arrays on Metallic Cotton Yarns for Flexible Supercapacitors,Constructing high capacitance active materials and three-dimensional (3D) conductive networks inside textile yarn frames is a promising strategy to synthesize yarn supercapacitor electrodes. In this s
885,10.1016/j.jcis.2018.06.062,"Fabrication of three-dimensional composite textile electrodes by metal-organic framework, zinc oxide, graphene and polyaniline for all-solid-state supercapacitors","Textile electrode materials have attracted intense attention in the flexible supercapacitor field due to their flexibility, light weight, hierarchical porosity and mechanical robustness. However, thei"
886,10.1039/c8nr02311e,An urchin-like MgCo 2 O 4 @PPy core–shell composite grown on Ni foam for a high-performance all-solid-state asymmetric supercapacitor,"In recent years, the electrochemical properties of supercapacitors have been greatly improved due to continuous improvement in their composite materials. In this study, an urchin-like MgCo2O4@PPy/NF ("
887,10.1002/adma.201806272,A Universal Strategy for Constructing Seamless Graphdiyne on Metal Oxides to Stabilize the Electrochemical Structure and Interface,"The structural and interfacial stabilities of metal oxides (MOs) are key issues while facing the volumetric variation and intensive interfacial polarization in electrochemical applications, including "
